refSeq_name	chrom	strand	start	end	symbol_name
NR_040243	chr18	-	11883470	11908797	MPPE1
NM_001242904	chr18	-	11883470	11908797	MPPE1
NM_014214	chr18	+	11981427	12030886	IMPA2
NM_001277333	chr18	+	12093848	12129749	ANKRD62
NR_049896	chr18	+	12200778	12224710	C18orf61
NM_001279	chr18	+	12254318	12277595	CIDEA
NR_134607	chr18	+	12254360	12277595	CIDEA
NM_001318383	chr18	+	12254360	12277595	CIDEA
NM_001303524	chr18	+	12307668	12326616	TUBB6
NM_001303528	chr18	+	12308058	12326616	TUBB6
NM_001303527	chr18	+	12308058	12326616	TUBB6
NM_001303526	chr18	+	12308058	12326616	TUBB6
NM_001303529	chr18	+	12308058	12326616	TUBB6
NM_032525	chr18	+	12308058	12326616	TUBB6
NM_001303530	chr18	+	12308058	12326616	TUBB6
NM_001303525	chr18	+	12308058	12329825	TUBB6
NM_006796	chr18	-	12328943	12377276	AFG3L2
NM_006553	chr18	+	12407895	12432237	PRELID3A
NM_001142405	chr18	+	12407895	12432237	PRELID3A
NM_001142406	chr18	+	12420188	12432237	PRELID3A
NR_136514	chr18	+	12432773	12447798	LOC105371998
NM_001128627	chr18	-	12446511	12656732	SPIRE1
NM_020148	chr18	-	12446511	12657913	SPIRE1
NM_001128626	chr18	-	12446511	12657913	SPIRE1
NM_147163	chr18	+	12658738	12725741	PSMG2
NR_073537	chr18	-	12661955	12702777	CEP76
NM_024899	chr18	-	12672626	12702777	CEP76
NM_001271989	chr18	-	12672626	12702777	CEP76
NM_020232	chr18	+	12702987	12725741	PSMG2
NR_110763	chr18	-	12739485	12749422	LINC01882
NM_080423	chr18	-	12785477	12884335	PTPN2
NM_001207013	chr18	-	12785477	12884335	PTPN2
NM_080422	chr18	-	12785477	12884335	PTPN2
NM_001308287	chr18	-	12792301	12840962	PTPN2
NM_002828	chr18	-	12792301	12884335	PTPN2
NM_031216	chr18	+	12947983	12987536	SEH1L
NM_001013437	chr18	+	12947983	12987536	SEH1L
NM_032142	chr18	+	12991361	13125052	CEP192
NM_181482	chr18	+	13218729	13652754	LDLRAD4
NR_146617	chr18	+	13239542	13242076	C18orf15
NM_181481	chr18	+	13278104	13652754	LDLRAD4
NR_040031	chr18	-	13419498	13427534	LDLRAD4-AS1
NR_049822	chr18	+	13459946	13460026	MIR5190
NR_039752	chr18	+	13611113	13611200	MIR4526
NM_001003675	chr18	+	13611463	13652754	LDLRAD4
NM_001003674	chr18	+	13611463	13652754	LDLRAD4
NM_001276249	chr18	+	13611763	13652754	LDLRAD4
NM_001276251	chr18	+	13641757	13652754	LDLRAD4
NM_152352	chr18	-	13663346	13726592	FAM210A
NM_001098801	chr18	-	13663346	13726592	FAM210A
NM_001308263	chr18	+	13726659	13764556	RNMT
NM_003799	chr18	+	13726659	13764556	RNMT
NM_005913	chr18	+	13825543	13826862	MC5R
NM_000529	chr18	-	13882043	13915536	MC2R
NM_001291911	chr18	-	13882043	13915707	MC2R
NR_033354	chr18	-	14075989	14132490	ZNF519
NM_145287	chr18	-	14099942	14132490	ZNF519
NR_040113	chr18	+	14179096	14227050	ANKRD20A5P
NR_026756	chr18	+	14337422	14342524	CYP4F35P
NR_024076	chr18	-	14477954	14498706	CXADRP3
NR_134878	chr18	-	14507349	14543600	POTEC
NM_001137671	chr18	-	14511737	14543600	POTEC
NM_001145029	chr18	+	14748239	14852738	ANKRD30B
NR_036153	chr18	+	14830165	14830242	MIR3156-2
NR_104164	chr18	+	14946266	14973756	LINC01443
NR_110783	chr18	-	14969606	14970468	LINC01444
NR_027417	chr18	-	15313555	15325919	LOC644669
NM_005406	chr18	-	20949741	21111851	ROCK1
NM_001142966	chr18	+	21242241	21526112	GREB1L
NM_052911	chr18	-	21529300	21600732	ESCO1
NM_001291916	chr18	+	21612268	21630245	SNRPD1
NM_006938	chr18	+	21612268	21630245	SNRPD1
NM_001308257	chr18	-	21650896	21664214	ABHD3
NM_001308256	chr18	-	21650896	21704805	ABHD3
NM_138340	chr18	-	21650896	21704805	ABHD3
NR_031565	chr18	+	21683509	21683597	MIR320C1
NM_020774	chr18	+	21741328	21870957	MIB1
NR_110369	chr18	-	21825478	21831406	MIR133A1HG
NR_029675	chr18	-	21825697	21825785	MIR133A1
NR_029662	chr18	-	21829003	21829088	MIR1-2
NR_102763	chr18	-	22166897	22168968	GATA6-AS1
NM_005257	chr18	+	22169436	22202528	GATA6
NM_172241	chr18	-	22413600	22417915	CTAGE1
NR_110782	chr18	-	22723490	22786837	LOC101927571
NM_002894	chr18	+	22933331	23026486	RBBP8
NR_039895	chr18	+	22933348	22933438	MIR4741
NM_203292	chr18	+	22933875	23026486	RBBP8
NM_203291	chr18	+	22933875	23026486	RBBP8
NR_023359	chr18	+	23134563	23260470	CABLES1
NM_001256438	chr18	+	23134563	23260470	CABLES1
NM_001100619	chr18	+	23135762	23260470	CABLES1
NM_138375	chr18	+	23155824	23260470	CABLES1
NR_134875	chr18	-	23296014	23437969	TMEM241
NR_134876	chr18	-	23296014	23437969	TMEM241
NR_134877	chr18	-	23296014	23437969	TMEM241
NM_001318834	chr18	-	23296014	23437969	TMEM241
NM_032933	chr18	-	23296014	23437969	TMEM241
NR_148382	chr18	-	23296014	23437969	TMEM241
NR_148383	chr18	-	23296014	23437969	TMEM241
NR_148384	chr18	-	23296014	23437969	TMEM241
NR_148385	chr18	-	23296014	23437969	TMEM241
NM_001348193	chr18	+	23453220	23483140	RIOK3
NR_145477	chr18	+	23453220	23483140	RIOK3
NM_003831	chr18	+	23453220	23483140	RIOK3
NM_001318708	chr18	+	23503469	23531780	RMC1
NM_001318707	chr18	+	23503469	23531780	RMC1
NM_001318709	chr18	+	23503469	23531780	RMC1
NM_013326	chr18	+	23503469	23531807	RMC1
NM_001276342	chr18	+	23503469	23531807	RMC1
NM_000271	chr18	-	23531498	23586617	NPC1
NM_173505	chr18	-	23598925	23662885	ANKRD29
NM_001308238	chr18	-	23598925	23662885	ANKRD29
NM_001302996	chr18	+	23689442	23773822	LAMA3
NR_130106	chr18	+	23689442	23796153	LAMA3
NM_001127717	chr18	+	23689442	23955065	LAMA3
NM_198129	chr18	+	23689442	23955065	LAMA3
NM_000227	chr18	+	23873019	23955065	LAMA3
NM_001127718	chr18	+	23873019	23955065	LAMA3
NM_153211	chr18	+	23992772	24135610	TTC39C
NR_110796	chr18	-	23994214	24015460	TTC39C-AS1
NM_001243425	chr18	+	24014419	24020298	TTC39C
NM_001135993	chr18	+	24014419	24135610	TTC39C
NM_001292030	chr18	+	24113352	24135610	TTC39C
NM_001308231	chr18	+	24138955	24160069	CABYR
NM_138643	chr18	+	24138955	24161600	CABYR
NM_012189	chr18	+	24138955	24161600	CABYR
NM_153770	chr18	+	24138955	24161600	CABYR
NM_153769	chr18	+	24138955	24161600	CABYR
NM_153768	chr18	+	24138955	24161600	CABYR
NM_138644	chr18	+	24139483	24161600	CABYR
NM_018030	chr18	-	24162045	24272232	OSBPL1A
NM_001242508	chr18	-	24162045	24311506	OSBPL1A
NM_080597	chr18	-	24162045	24397869	OSBPL1A
NR_031724	chr18	+	24321685	24321735	MIR320C2
NM_018439	chr18	+	24426644	24453530	IMPACT
NM_001160166	chr18	+	24460628	24479957	HRH4
NM_001143828	chr18	+	24460628	24479957	HRH4
NM_021624	chr18	+	24460628	24479957	HRH4
NR_040033	chr18	+	24628181	24662198	LINC01915
NR_134604	chr18	+	24725780	24766645	LOC105372028
NR_146903	chr18	-	24932773	24987979	LINC01894
NM_015461	chr18	-	25061923	25352250	ZNF521
NM_001308225	chr18	-	25061923	25352250	ZNF521
NM_005637	chr18	-	26016252	26090647	SS18
NM_001007559	chr18	-	26016252	26090647	SS18
NM_001308201	chr18	-	26016252	26091217	SS18
NM_001308188	chr18	+	26133846	26193355	PSMA8
NM_144662	chr18	+	26133851	26193355	PSMA8
NM_001025097	chr18	+	26133851	26193355	PSMA8
NM_001025096	chr18	+	26133851	26193355	PSMA8
NM_005640	chr18	+	26226882	26391686	TAF4B
NM_001293725	chr18	+	26226882	26391686	TAF4B
NR_121653	chr18	+	26226882	26391686	TAF4B
NR_110762	chr18	+	26422994	26438044	LINC01543
NM_001142730	chr18	-	26454910	26548536	KCTD1
NM_001136205	chr18	-	26454910	26549435	KCTD1
NM_001351443	chr18	-	26454910	26549435	KCTD1
NM_001258221	chr18	-	26454910	26549814	KCTD1
NM_198991	chr18	-	26454910	26640344	KCTD1
NM_001258222	chr18	-	26454910	26657512	KCTD1
NR_107024	chr18	-	26591466	26591535	MIR8057
NR_024259	chr18	-	26687620	26703638	PCAT18
NM_004028	chr18	-	26852037	26862910	AQP4
NM_001317384	chr18	-	26852037	26865803	AQP4
NM_001650	chr18	-	26852037	26865803	AQP4
NM_001317387	chr18	-	26852037	26865803	AQP4
NR_026908	chr18	+	26865307	26935946	AQP4-AS1
NM_031422	chr18	-	26915630	27185338	CHST9
NM_001256316	chr18	-	26915630	27185338	CHST9
NR_134589	chr18	-	27336990	27342656	LOC105372038
NM_001308176	chr18	-	27950962	28036585	CDH2
NM_001792	chr18	-	27950962	28177446	CDH2
NR_031684	chr18	+	30298909	30298960	MIR302F
NM_001941	chr18	-	30989364	31042815	DSC3
NM_024423	chr18	-	30989364	31042815	DSC3
NM_004949	chr18	-	31065973	31102432	DSC2
NM_024422	chr18	-	31065973	31102432	DSC2
NR_110785	chr18	+	31101587	31162789	DSCAS
NM_004948	chr18	-	31129250	31162856	DSC1
NM_024421	chr18	-	31129250	31162856	DSC1
NM_001942	chr18	+	31318088	31359246	DSG1
NR_110789	chr18	-	31343367	31353936	DSG1-AS1
NR_110788	chr18	-	31343367	31426988	DSG1-AS1
NM_001134453	chr18	+	31376776	31414908	DSG4
NM_177986	chr18	+	31376776	31414908	DSG4
NM_001944	chr18	+	31447768	31478702	DSG3
NM_001943	chr18	+	31498003	31549007	DSG2
NR_045216	chr18	-	31542145	31556911	DSG2-AS1
NM_000371	chr18	+	31591766	31599023	TTR
NM_001330570	chr18	-	31621035	31684723	B4GALT6
NM_004775	chr18	-	31622245	31684723	B4GALT6
NM_001034172	chr18	-	31759695	31760880	SLC25A52
NM_014939	chr18	-	31829172	31943128	TRAPPC8
NM_017831	chr18	+	32018481	32073191	RNF125
NM_016271	chr18	+	32091854	32131561	RNF138
NM_001191324	chr18	+	32092605	32131561	RNF138
NM_198128	chr18	+	32092605	32131561	RNF138
NM_005925	chr18	+	32190023	32220403	MEP1B
NM_001308171	chr18	+	32190023	32220403	MEP1B
NM_001242409	chr18	-	32263520	32470484	GAREM1
NM_022751	chr18	-	32263520	32470484	GAREM1
NR_003558	chr18	+	32511662	32514634	WBP11P1
NM_020805	chr18	-	32672672	32773011	KLHL14
NM_001308126	chr18	-	32937401	33440081	CCDC178
NM_001105528	chr18	-	32937401	33440081	CCDC178
NM_198995	chr18	-	32937401	33440721	CCDC178
NM_030632	chr18	+	33578576	33751194	ASXL3
NM_001198549	chr18	-	33851099	34048612	NOL4
NM_001353236	chr18	-	33851099	34048612	NOL4
NM_001282527	chr18	-	33851099	34222470	NOL4
NM_001353234	chr18	-	33851099	34222470	NOL4
NM_001198547	chr18	-	33851099	34222470	NOL4
NM_001353235	chr18	-	33851099	34222470	NOL4
NM_003787	chr18	-	33851099	34223551	NOL4
NM_001198548	chr18	-	33851099	34223551	NOL4
NM_001198546	chr18	-	33851099	34223551	NOL4
NM_001353233	chr18	-	33851099	34223551	NOL4
NM_001353232	chr18	-	33851099	34223551	NOL4
NM_001353237	chr18	-	33851099	34223551	NOL4
NM_001392	chr18	+	34493289	34829328	DTNA
NM_032979	chr18	+	34493289	34868812	DTNA
NM_001198945	chr18	+	34493289	34868812	DTNA
NM_032975	chr18	+	34493289	34891844	DTNA
NM_001128175	chr18	+	34593317	34829328	DTNA
NM_001198938	chr18	+	34593317	34891844	DTNA
NM_001198940	chr18	+	34593317	34891844	DTNA
NM_001198939	chr18	+	34593317	34891844	DTNA
NM_032978	chr18	+	34710231	34868812	DTNA
NM_001198941	chr18	+	34710231	34868812	DTNA
NM_001391	chr18	+	34755975	34868812	DTNA
NM_001390	chr18	+	34755975	34891844	DTNA
NM_001198943	chr18	+	34817961	34891844	DTNA
NM_001198942	chr18	+	34818282	34891844	DTNA
NM_001198944	chr18	+	34818282	34891844	DTNA
NM_032981	chr18	+	34818337	34868812	DTNA
NM_032980	chr18	+	34818337	34891844	DTNA
NM_001143826	chr18	+	34976927	35143468	MAPRE2
NM_001143827	chr18	+	34978243	35143468	MAPRE2
NM_001256420	chr18	+	35041359	35143468	MAPRE2
NM_014268	chr18	+	35041359	35143468	MAPRE2
NR_046177	chr18	+	35041649	35143468	MAPRE2
NM_001135178	chr18	+	35241029	35247189	ZNF397
NM_032347	chr18	+	35241029	35258433	ZNF397
NM_001288711	chr18	-	35251057	35290245	ZSCAN30
NM_001112734	chr18	-	35251057	35290245	ZSCAN30
NM_001166012	chr18	-	35251057	35290245	ZSCAN30
NR_024565	chr18	+	35290271	35310766	ZNF271P
NR_024566	chr18	+	35290271	35310766	ZNF271P
NM_006965	chr18	-	35332207	35344467	ZNF24
NM_001308123	chr18	-	35338882	35344467	ZNF24
NM_145756	chr18	-	35366696	35377337	ZNF396
NM_001322290	chr18	-	35366696	35377337	ZNF396
NM_001322286	chr18	-	35366696	35377337	ZNF396
NM_001322291	chr18	-	35373293	35377337	ZNF396
NM_001308064	chr18	-	35468326	35497649	INO80C
NM_001098817	chr18	-	35468326	35497991	INO80C
NM_194281	chr18	-	35468326	35497991	INO80C
NR_039771	chr18	+	35591736	35591806	MIR3975
NM_020474	chr18	+	35654568	35711834	GALNT1
NR_029616	chr18	-	35904817	35904926	MIR187
NR_037497	chr18	-	35934087	35934142	MIR3929
NM_001201476	chr18	+	35972624	35979287	C18orf21
NM_001201475	chr18	+	35972624	35979287	C18orf21
NM_001201474	chr18	+	35972624	35979287	C18orf21
NM_031446	chr18	+	35972624	35979287	C18orf21
NM_018170	chr18	-	35989823	36067594	RPRD1A
NM_001303412	chr18	-	35989823	36067594	RPRD1A
NM_001303411	chr18	-	35989823	36067594	RPRD1A
NM_001303413	chr18	-	36024888	36067594	RPRD1A
NM_012319	chr18	-	36108530	36129394	SLC39A6
NM_001099406	chr18	-	36110999	36129394	SLC39A6
NM_018255	chr18	+	36129873	36177922	ELP2
NM_001242876	chr18	+	36129873	36177922	ELP2
NM_001242875	chr18	+	36129873	36177922	ELP2
NR_040110	chr18	+	36129873	36177922	ELP2
NR_136897	chr18	+	36129873	36177922	ELP2
NR_136898	chr18	+	36129873	36177922	ELP2
NR_137173	chr18	+	36129873	36177922	ELP2
NM_001242877	chr18	+	36129873	36177922	ELP2
NM_001324468	chr18	+	36129873	36177922	ELP2
NM_001324465	chr18	+	36129873	36177922	ELP2
NM_001324467	chr18	+	36129873	36177922	ELP2
NM_001324466	chr18	+	36129873	36177922	ELP2
NM_001242879	chr18	+	36129873	36177922	ELP2
NM_001242878	chr18	+	36129873	36177922	ELP2
NR_134605	chr18	-	36180000	36187435	LOC101927809
NM_017947	chr18	+	36187209	36268722	MOCOS
NM_025135	chr18	+	36297695	36780220	FHOD3
NM_001281740	chr18	+	36297695	36780220	FHOD3
NM_001281739	chr18	+	36297695	36780220	FHOD3
NR_132982	chr18	-	36660388	36663418	LOC105372071
NM_001271956	chr18	-	36780024	36829216	TPGS2
NM_001330572	chr18	-	36781907	36829216	TPGS2
NM_001271951	chr18	-	36786483	36829216	TPGS2
NM_001271955	chr18	-	36786483	36829216	TPGS2
NM_001271953	chr18	-	36786789	36829216	TPGS2
NM_015476	chr18	-	36794105	36829216	TPGS2
NM_001271949	chr18	-	36794105	36829216	TPGS2
NM_001271950	chr18	-	36794105	36829216	TPGS2
NM_001271954	chr18	-	36798017	36829216	TPGS2
NM_001271952	chr18	-	36798017	36829216	TPGS2
NR_148565	chr18	+	36829105	36886404	KIAA1328
NM_001322327	chr18	+	36829105	37225334	KIAA1328
NR_136305	chr18	+	36829105	37225334	KIAA1328
NR_136304	chr18	+	36829105	37225334	KIAA1328
NM_001353919	chr18	+	36829105	37225334	KIAA1328
NM_001353918	chr18	+	36829105	37225334	KIAA1328
NM_020776	chr18	+	36829105	37225334	KIAA1328
NM_001353920	chr18	+	36829105	37225334	KIAA1328
NR_136303	chr18	+	36829105	37232127	KIAA1328
NR_134585	chr18	-	36901944	36923814	LOC105372069
NM_001353757	chr18	-	37243044	37485857	CELF4
NM_001353756	chr18	-	37243044	37485857	CELF4
NM_001353760	chr18	-	37243044	37485857	CELF4
NM_001353761	chr18	-	37243044	37485857	CELF4
NM_001353759	chr18	-	37243044	37485857	CELF4
NM_001353758	chr18	-	37243044	37485857	CELF4
NM_001353709	chr18	-	37243044	37566037	CELF4
NM_001353711	chr18	-	37243044	37566037	CELF4
NM_001353712	chr18	-	37243044	37566037	CELF4
NM_020180	chr18	-	37243044	37566037	CELF4
NM_001353710	chr18	-	37243044	37566037	CELF4
NM_001353699	chr18	-	37243044	37566037	CELF4
NM_001353698	chr18	-	37243044	37566037	CELF4
NM_001353708	chr18	-	37243044	37566037	CELF4
NM_001353729	chr18	-	37243044	37566037	CELF4
NM_001330603	chr18	-	37243044	37566037	CELF4
NM_001353720	chr18	-	37243044	37566037	CELF4
NM_001353726	chr18	-	37243044	37566037	CELF4
NM_001353725	chr18	-	37243044	37566037	CELF4
NM_001353724	chr18	-	37243044	37566037	CELF4
NM_001353723	chr18	-	37243044	37566037	CELF4
NM_001353732	chr18	-	37243044	37566037	CELF4
NM_001353731	chr18	-	37243044	37566037	CELF4
NM_001353730	chr18	-	37243044	37566037	CELF4
NM_001353754	chr18	-	37243044	37566037	CELF4
NM_001353753	chr18	-	37243044	37566037	CELF4
NM_001353752	chr18	-	37243044	37566037	CELF4
NM_001353695	chr18	-	37243044	37566037	CELF4
NM_001353750	chr18	-	37243044	37566037	CELF4
NM_001353749	chr18	-	37243044	37566037	CELF4
NM_001353748	chr18	-	37243044	37566037	CELF4
NM_001353747	chr18	-	37243044	37566037	CELF4
NM_001353746	chr18	-	37243044	37566037	CELF4
NM_001353745	chr18	-	37243044	37566037	CELF4
NM_001353744	chr18	-	37243044	37566037	CELF4
NM_001353743	chr18	-	37243044	37566037	CELF4
NM_001353742	chr18	-	37243044	37566037	CELF4
NM_001353741	chr18	-	37243044	37566037	CELF4
NM_001353739	chr18	-	37243044	37566037	CELF4
NM_001353740	chr18	-	37243044	37566037	CELF4
NM_001353735	chr18	-	37243044	37566037	CELF4
NM_001353734	chr18	-	37243044	37566037	CELF4
NM_001353733	chr18	-	37243044	37566037	CELF4
NM_001353737	chr18	-	37243044	37566037	CELF4
NM_001353736	chr18	-	37243044	37566037	CELF4
NM_001353722	chr18	-	37243044	37566037	CELF4
NM_001353721	chr18	-	37243044	37566037	CELF4
NR_148528	chr18	-	37243044	37566037	CELF4
NR_148527	chr18	-	37243044	37566037	CELF4
NR_148526	chr18	-	37243044	37566037	CELF4
NR_148525	chr18	-	37243044	37566037	CELF4
NR_148524	chr18	-	37243044	37566037	CELF4
NR_148523	chr18	-	37243044	37566037	CELF4
NM_001353706	chr18	-	37243044	37566037	CELF4
NM_001353696	chr18	-	37243044	37566037	CELF4
NM_001353703	chr18	-	37243044	37566037	CELF4
NM_001353702	chr18	-	37243044	37566037	CELF4
NM_001353700	chr18	-	37243044	37566037	CELF4
NM_001353751	chr18	-	37243044	37566037	CELF4
NM_001353755	chr18	-	37243044	37566037	CELF4
NM_001353707	chr18	-	37243044	37566037	CELF4
NM_001353697	chr18	-	37243044	37566037	CELF4
NM_001353705	chr18	-	37243044	37566037	CELF4
NM_001353728	chr18	-	37243044	37566037	CELF4
NM_001353727	chr18	-	37243044	37566037	CELF4
NM_001353738	chr18	-	37243044	37566037	CELF4
NM_001353719	chr18	-	37243044	37566037	CELF4
NM_001353718	chr18	-	37243044	37566037	CELF4
NM_001353717	chr18	-	37243044	37566037	CELF4
NM_001353716	chr18	-	37243044	37566037	CELF4
NM_001353715	chr18	-	37243044	37566037	CELF4
NM_001353714	chr18	-	37243044	37566037	CELF4
NM_001353713	chr18	-	37243044	37566037	CELF4
NR_148522	chr18	-	37243044	37566037	CELF4
NR_148521	chr18	-	37243044	37566037	CELF4
NR_148519	chr18	-	37243044	37566037	CELF4
NR_148520	chr18	-	37243044	37566037	CELF4
NR_148518	chr18	-	37243044	37566037	CELF4
NM_001025089	chr18	-	37243044	37566037	CELF4
NM_001025088	chr18	-	37243044	37566037	CELF4
NM_001025087	chr18	-	37243044	37566037	CELF4
NR_134588	chr18	+	37274459	37276400	LOC105372068
NR_132967	chr18	-	37466338	37466504	SNORA111
NM_001353701	chr18	-	37518278	37566037	CELF4
NR_036202	chr18	+	37657134	37657215	MIR4318
NR_024391	chr18	-	39206923	39751995	MIR924HG
NR_030628	chr18	-	39622122	39622175	MIR924
NR_049848	chr18	-	39676718	39676777	MIR5583-2
NR_049847	chr18	+	39676720	39676779	MIR5583-1
NR_151703	chr18	+	39841708	39889993	LINC01902
NR_110791	chr18	+	40066285	40099233	LINC01477
NR_002838	chr18	-	41480270	41520677	KC6
NM_002647	chr18	+	41955197	42081482	PIK3C3
NM_001308020	chr18	+	41955197	42081482	PIK3C3
NR_046458	chr18	+	42186667	42337296	LINC00907
NR_046456	chr18	+	42186667	42459675	LINC00907
NR_046457	chr18	+	42186667	42462183	LINC00907
NR_046454	chr18	+	42186667	42533352	LINC00907
NR_046174	chr18	+	42186667	42691424	LINC00907
NM_001272077	chr18	-	42743217	43115692	RIT2
NM_002930	chr18	-	42743217	43115692	RIT2
NM_020783	chr18	-	43267891	43277650	SYT4
NR_110792	chr18	-	44323434	44531697	LINC01478
NR_131768	chr18	+	44531778	44553903	LINC01601
NM_001130110	chr18	+	44680172	44877414	SETBP1
NM_015559	chr18	+	44680897	45068510	SETBP1
NR_036203	chr18	-	44970081	44970166	MIR4319
NM_001242692	chr18	+	45212981	45683095	SLC14A2
NR_110899	chr18	-	45438183	45507036	SLC14A2-AS1
NM_007163	chr18	+	45614800	45683095	SLC14A2
NM_001308279	chr18	+	45724122	45752520	SLC14A1
NM_001308278	chr18	+	45724122	45752520	SLC14A1
NM_001146036	chr18	+	45724126	45752520	SLC14A1
NM_015865	chr18	+	45724126	45752520	SLC14A1
NM_001128588	chr18	+	45724126	45752520	SLC14A1
NM_001146037	chr18	+	45726952	45752520	SLC14A1
NM_213602	chr18	+	45825579	45842556	SIGLEC15
NM_020964	chr18	-	45847608	45967339	EPG5
NM_024430	chr18	-	45983535	46072284	PSTPIP2
NM_004046	chr18	-	46084143	46098353	ATP5F1A
NM_001257335	chr18	-	46084143	46098353	ATP5F1A
NM_001257334	chr18	-	46084143	46098353	ATP5F1A
NM_001001935	chr18	-	46084143	46098353	ATP5F1A
NM_001001937	chr18	-	46084143	46104233	ATP5F1A
NM_138443	chr18	+	46104331	46128333	HAUS1
NR_026978	chr18	+	46104331	46128333	HAUS1
NM_145055	chr18	+	46174021	46266992	C18orf25
NM_001008239	chr18	+	46174021	46266992	C18orf25
NR_046357	chr18	+	46334223	46337651	RNF165
NM_152470	chr18	+	46334223	46460820	RNF165
NM_001256758	chr18	+	46334223	46460820	RNF165
NM_001173129	chr18	-	46476971	46519086	LOXHD1
NM_001308013	chr18	-	46476971	46556769	LOXHD1
NM_001145472	chr18	-	46476971	46559307	LOXHD1
NM_001145473	chr18	-	46477253	46519086	LOXHD1
NM_144612	chr18	-	46477253	46657033	LOXHD1
NM_013305	chr18	-	46679117	46757169	ST8SIA5
NM_001307987	chr18	-	46679117	46757169	ST8SIA5
NM_001307986	chr18	-	46679117	46757169	ST8SIA5
NM_001354034	chr18	-	46803224	46917532	PIAS2
NM_001354039	chr18	-	46803224	46917532	PIAS2
NM_001354038	chr18	-	46803224	46917532	PIAS2
NM_001324049	chr18	-	46803224	46917532	PIAS2
NM_001354035	chr18	-	46803224	46917532	PIAS2
NM_001324048	chr18	-	46803224	46917532	PIAS2
NM_001324047	chr18	-	46803224	46917532	PIAS2
NM_001324046	chr18	-	46803224	46917532	PIAS2
NM_001354036	chr18	-	46803224	46917532	PIAS2
NM_004671	chr18	-	46803224	46917532	PIAS2
NR_136684	chr18	-	46803224	46917532	PIAS2
NR_148700	chr18	-	46803224	46917532	PIAS2
NR_148701	chr18	-	46803224	46917532	PIAS2
NR_148703	chr18	-	46803224	46917532	PIAS2
NR_148702	chr18	-	46803224	46917532	PIAS2
NM_001324052	chr18	-	46815709	46917532	PIAS2
NM_001354033	chr18	-	46815709	46917532	PIAS2
NR_136685	chr18	-	46815709	46917532	PIAS2
NM_001324051	chr18	-	46815709	46917532	PIAS2
NM_001324054	chr18	-	46815709	46917532	PIAS2
NM_001324053	chr18	-	46815709	46917532	PIAS2
NR_148699	chr18	-	46815709	46917532	PIAS2
NM_173206	chr18	-	46815709	46917532	PIAS2
NM_001354037	chr18	-	46823285	46917532	PIAS2
NM_001324059	chr18	-	46823285	46917532	PIAS2
NM_001324055	chr18	-	46823285	46917532	PIAS2
NM_001324058	chr18	-	46823285	46917532	PIAS2
NM_001324057	chr18	-	46823285	46917532	PIAS2
NM_001324060	chr18	-	46836245	46920167	PIAS2
NM_001353908	chr18	+	46917593	47098949	KATNAL2
NM_001353907	chr18	+	46917593	47098949	KATNAL2
NM_001353906	chr18	+	46917593	47098949	KATNAL2
NM_001353909	chr18	+	46917593	47098949	KATNAL2
NM_001353905	chr18	+	46917593	47098949	KATNAL2
NM_001353902	chr18	+	46917593	47098949	KATNAL2
NM_001353901	chr18	+	46917593	47098949	KATNAL2
NM_001353899	chr18	+	46917593	47102243	KATNAL2
NR_148563	chr18	+	46917593	47102243	KATNAL2
NM_001353900	chr18	+	46917593	47102243	KATNAL2
NM_001353904	chr18	+	46917593	47102243	KATNAL2
NM_001353903	chr18	+	46917593	47102243	KATNAL2
NM_031303	chr18	+	46946796	47102243	KATNAL2
NM_001354366	chr18	-	46962767	46964408	ELOA3C
NM_001242907	chr18	-	46962767	46964644	ELOA3D
NM_001100817	chr18	-	47022286	47023927	ELOA3B
NM_001354366	chr18	-	47022286	47023927	ELOA3C
NM_145653	chr18	-	47022286	47024163	ELOA3
NM_001100817	chr18	-	47028201	47029842	ELOA3B
NM_001354366	chr18	-	47028201	47029842	ELOA3C
NM_145653	chr18	-	47028201	47030078	ELOA3
NM_016427	chr18	-	47032571	47035617	ELOA2
NM_001318765	chr18	-	47107401	47150520	HDHD2
NM_032124	chr18	-	47107409	47150500	HDHD2
NM_016097	chr18	-	47155018	47176374	IER3IP1
NM_001278063	chr18	-	47212088	47249183	SKOR2
NM_001037802	chr18	-	47231122	47249183	SKOR2
NR_147192	chr18	+	47285723	47594547	MIR4527HG
NR_039753	chr18	+	47380495	47380565	MIR4527
NM_005901	chr18	-	47833094	47930599	SMAD2
NM_001135937	chr18	-	47833094	47931146	SMAD2
NM_001003652	chr18	-	47833094	47931146	SMAD2
NM_001039360	chr18	-	48027267	48137309	ZBTB7C
NM_001318841	chr18	-	48027267	48409422	ZBTB7C
NM_001350280	chr18	+	48252300	48252837	C18orf12
NM_001142397	chr18	+	48539055	48863215	CTIF
NM_014772	chr18	+	48539055	48863215	CTIF
NR_039897	chr18	+	48670599	48670668	MIR4743
NM_001190823	chr18	-	48919852	48942807	SMAD7
NM_001190822	chr18	-	48919852	48949333	SMAD7
NM_001190821	chr18	-	48919852	48950711	SMAD7
NM_005904	chr18	-	48919852	48950711	SMAD7
NR_148999	chr18	+	49023702	49048473	LOC100129878
NM_017653	chr18	-	49041473	49460733	DYM
NM_001353215	chr18	-	49041473	49460733	DYM
NM_001353210	chr18	-	49041473	49460733	DYM
NM_001353212	chr18	-	49041473	49460733	DYM
NM_001353211	chr18	-	49041473	49460733	DYM
